genus,species,subspecies,variety,cultivar
astragalus,mohavensis,,hemigyrus,
astragalus,mohavensis,,mohavensis,
astragalus,monoensis,,,
astragalus,nevinii,,,
astragalus,newberryi,,,
astragalus,newberryi,,newberryi,
astragalus,nutans,,,
astragalus,nuttallianus,,,
astragalus,nuttallianus,,cedrosensis,
astragalus,nuttallianus,,imperfectus,
astragalus,nuttallii,,,
astragalus,nuttallii,,nuttallii,
astragalus,nuttallii,,virgatus,
astragalus,obscurus,,,
astragalus,oocarpus,,,
astragalus,oophorus,,,
astragalus,oophorus,,lavinii,
astragalus,oophorus,,oophorus,
astragalus,oxyphysus,,,
astragalus,pachypus,,,
astragalus,pachypus,,jaegeri,
astragalus,pachypus,,pachypus,
astragalus,palmeri,,,
astragalus,panamintensis,,,
astragalus,pauperculus,,,
astragalus,platytropis,,,
astragalus,pomonensis,,,
astragalus,preussii,,,
astragalus,preussii,,laxiflorus,
astragalus,preussii,,preussii,
astragalus,pseudiodanthus,,,
astragalus,pulsiferae,,,
astragalus,pulsiferae,,coronensis,
astragalus,pulsiferae,,pulsiferae,
astragalus,pulsiferae,,suksdorfii,
astragalus,purshii,,,
astragalus,purshii,,lagopinus,
astragalus,purshii,,lectulus,
astragalus,purshii,,purshii,
astragalus,purshii,,tinctus,
astragalus,pycnostachyus,,,
astragalus,pycnostachyus,,lanosissimus,
astragalus,pycnostachyus,,pycnostachyus,
astragalus,rattanii,,,
astragalus,rattanii,,jepsonianus,
astragalus,rattanii,,rattanii,
astragalus,ravenii,,,
astragalus,sabulonum,,,
astragalus,sepultipes,,,
astragalus,serenoi,,,
astragalus,serenoi,,shockleyi,
astragalus,shevockii,,,
astragalus,subvestitus,,,
astragalus,tener,,,
astragalus,tener,,ferrisiae,
astragalus,tener,,tener,
astragalus,tener,,titi,
astragalus,tidestromii,,,
astragalus,traskiae,,,
astragalus,tricarinatus,,,
astragalus,trichopodus,,,
astragalus,trichopodus,,lonchus,
astragalus,trichopodus,,phoxus,
astragalus,trichopodus,,trichopodus,
astragalus,umbraticus,,,
astragalus,webberi,,,
astragalus,whitneyi,,,
astragalus,whitneyi,,confusus,
astragalus,whitneyi,,lenophyllus,
astragalus,whitneyi,,siskiyouensis,
astragalus,whitneyi,,whitneyi,
astrolepis,cochisensis,,,
asyneuma,prenanthoides,,,
athyrium,distentifolium,,,
athyrium,distentifolium,,americanum,
athyrium,filix-femina,,,
athyrium,filix-femina,,cyclosorum,
athysanus,pusillus,,,
athysanus,unilateralis,,,
atrichoseris,platyphylla,,,
atriplex,argentea,,,
atriplex,argentea,,argentea,
atriplex,argentea,,expansa,
atriplex,argentea,,hillmanii,
atriplex,argentea,,longitrichoma,
atriplex,canescens,,,
atriplex,canescens,,canescens,
atriplex,canescens,,laciniata,
atriplex,canescens,,linearis,
atriplex,canescens,,macilenta,
atriplex,confertifolia,,,
atriplex,cordulata,,,
atriplex,cordulata,,cordulata,
atriplex,cordulata,,erecticaulis,
atriplex,coronata,,,
atriplex,coronata,,coronata,
atriplex,coronata,,notatior,
atriplex,coronata,,vallicola,
atriplex,coulteri,,,
atriplex,depressa,,,
atriplex,dioica,,,
atriplex,elegans,,,
atriplex,elegans,,elegans,
atriplex,elegans,,fasciculata,
atriplex,fruticulosa,,,
atriplex,gardneri,,,
atriplex,gardneri,,falcata,
atriplex,gmelinii,,,
atriplex,gmelinii,,gmelinii,
atriplex,hymenelytra,,,
atriplex,lentiformis,,,
atriplex,lentiformis,,,Naomi
atriplex,lentiformis,breweri,,
atriplex,lentiformis,lentiformis,,
atriplex,leucophylla,,,
atriplex,minuscula,,,
atriplex,pacifica,,,
atriplex,parishii,,,
atriplex,parryi,,,
atriplex,patula,,,
atriplex,persistens,,,
atriplex,polycarpa,,,
atriplex,pusilla,,,
atriplex,serenana,,,
atriplex,serenana,,davidsonii,
atriplex,serenana,,serenana,
atriplex,spinifera,,,
atriplex,subtilis,,,
atriplex,torreyi,,,
atriplex,torreyi,,torreyi,
atriplex,truncata,,,
atriplex,tularensis,,,
atriplex,watsonii,,,
ayenia,compacta,,,
azolla,filiculoides,,,
azolla,microphylla,,,
baccharis,,,,Centennial
baccharis,,,,Thompson
baccharis,brachyphylla,,,
baccharis,glutinosa,,,
baccharis,malibuensis,,,
baccharis,pilularis,,,
baccharis,pilularis,,,Chablis
baccharis,pilularis,,,Pigeon Point
baccharis,pilularis,,,Pozo Surf
baccharis,pilularis,,,San Bruno Lady
baccharis,pilularis,,,Twin Peaks No. 2
baccharis,pilularis,,,Twin Peaks
baccharis,pilularis,consanguinea,,
baccharis,pilularis,consanguinea,,Pozo Surf
baccharis,pilularis,pilularis,,
baccharis,pilularis,pilularis,,Pigeon Point
baccharis,pilularis,pilularis,,San Bruno
baccharis,plummerae,,,
baccharis,plummerae,glabrata,,
baccharis,plummerae,plummerae,,
baccharis,salicifolia,,,
baccharis,salicifolia,salicifolia,,
baccharis,salicina,,,
baccharis,sarothroides,,,
baccharis,sergiloides,,,
baccharis,vanessae,,,
bacopa,eisenii,,,
bahia,neomexicana,,,
bahiopsis,laciniata,,,
bahiopsis,parishii,,,
bahiopsis,reticulata,,,
baileya,multiradiata,,,
baileya,pauciradiata,,,
baileya,pleniradiata,,,
balsamorhiza,deltoidea,,,
balsamorhiza,hirsuta,,,
balsamorhiza,hookeri,,,
balsamorhiza,lanata,,,
balsamorhiza,macrolepis,,,
balsamorhiza,sagittata,,,
balsamorhiza,sericea,,,
balsamorhiza,serrata,,,
barbarea,orthoceras,,,
batis,maritima,,,
bebbia,juncea,,,
bebbia,juncea,,aspera,
beckmannia,syzigachne,,,
benitoa,occidentalis,,,
bensoniella,oregona,,,
berberis,,,,Golden Abundance
berberis,,,,Skylark
berberis,aquifolium,,,
berberis,aquifolium,,aquifolium,
berberis,aquifolium,,dictyota,
berberis,aquifolium,,repens,
berberis,aquilifolium,,,Compacta
berberis,fremontii,,,
berberis,haematocarpa,,,
berberis,harrisoniana,,,
berberis,higginsiae,,,
berberis,nervosa,,,
berberis,nevinii,,,
berberis,pinnata,,,
berberis,pinnata,,,Ken Hartman
berberis,pinnata,insularis,,
berberis,pinnata,pinnata,,
bergerocactus,emoryi,,,
bergia,texana,,,
bernardia,incana,,,
berula,erecta,,,
betula,glandulosa,,,
betula,occidentalis,,,
bidens,cernua,,,
bidens,frondosa,,,
bidens,laevis,,,
bistorta,bistortoides,,,
blechnum,spicant,,,
blennosperma,bakeri,,,
blennosperma,nanum,,,
blennosperma,nanum,,nanum,
blennosperma,nanum,,robustum,
blepharidachne,kingii,,,
blepharipappus,scaber,,,
blepharizonia,laxa,,,
blepharizonia,plumosa,,,
bloomeria,clevelandii,,,
bloomeria,crocea,,,
bloomeria,crocea,,aurea,
bloomeria,crocea,,crocea,
bloomeria,crocea,,montana,
bloomeria,humilis,,,
boechera,acutina,,,
boechera,arcuata,,,
boechera,bodiensis,,,
boechera,breweri,,,
boechera,breweri,breweri,,
boechera,breweri,shastaensis,,
boechera,calderi,,,
boechera,californica,,,
boechera,cobrensis,,,
boechera,constancei,,,
boechera,covillei,,,
boechera,davidsonii,,,
boechera,depauperata,,,
boechera,dispar,,,
boechera,divaricarpa,,,
boechera,elkoensis,,,
boechera,evadens,,,
boechera,glaucovalvula,,,
boechera,hoffmannii,,,
boechera,howellii,,,
boechera,inyoensis,,,
boechera,johnstonii,,,
boechera,koehleri,,,
boechera,lemmonii,,,
boechera,lincolnensis,,,
boechera,lyallii,,,
boechera,parishii,,,
boechera,pauciflora,,,
boechera,paupercula,,,
boechera,peirsonii,,,
boechera,pendulina,,,
boechera,pendulocarpa,,,
boechera,perennans,,,
boechera,pinetorum,,,
boechera,pinzliae,,,
boechera,platysperma,,,
boechera,pratincola,,,
boechera,puberula,,,
boechera,pulchra,,,
boechera,pygmaea,,,
boechera,rectissima,,,
boechera,repanda,,,
boechera,retrofracta,,,
boechera,rigidissima,,,
boechera,rollei,,,
boechera,rubicundula,,,
boechera,serpenticola,,,
boechera,shevockii,,,
boechera,shockleyi,,,
boechera,sparsiflora,,,
boechera,stricta,,,
boechera,subpinnatifida,,,
boechera,suffrutescens,,,
boechera,tiehmii,,,
boechera,tularensis,,,
boechera,ultraalsa,,,
boechera,xylopoda,,,
boechera,yorkii,,,
boerhavia,coccinea,,,
boerhavia,coulteri,,,
boerhavia,coulteri,,palmeri,
boerhavia,triquetra,,,
boerhavia,triquetra,,intermedia,
boerhavia,wrightii,,,
bolandra,californica,,,
bolboschoenus,fluviatilis,,,
bolboschoenus,maritimus,,,
bolboschoenus,maritimus,paludosus,,
bolboschoenus,robustus,,,
bothriochloa,barbinodis,,,
botrychium,ascendens,,,
botrychium,crenulatum,,,
botrychium,lineare,,,
botrychium,lunaria,,,
botrychium,minganense,,,
botrychium,montanum,,,
botrychium,paradoxum,,,
botrychium,pinnatum,,,
botrychium,pumicola,,,
botrychium,simplex,,,
botrychium,simplex,,compositum,
botrychium,simplex,,simplex,
botrychium,tunux,,,
botrychium,yaaxudakeit,,,
botrypus,virginianus,,,
bouteloua,aristidoides,,,
bouteloua,aristidoides,,aristidoides,
bouteloua,barbata,,,
bouteloua,barbata,,barbata,
bouteloua,curtipendula,,,
bouteloua,curtipendula,,caespitosa,
bouteloua,eriopoda,,,
bouteloua,gracilis,,,
bouteloua,trifida,,,
bowlesia,incana,,,
boykinia,major,,,
boykinia,occidentalis,,,
boykinia,rotundifolia,,,
brandegea,bigelovii,,,
brasenia,schreberi,,,
brickellia,atractyloides,,,
brickellia,atractyloides,,arguta,
brickellia,atractyloides,,atractyloides,
brickellia,atractyloides,,odontolepis,
brickellia,californica,,,
brickellia,californica,,californica,
brickellia,californica,,jepsonii,
brickellia,desertorum,,,
brickellia,frutescens,,,
brickellia,grandiflora,,,
brickellia,greenei,,,
brickellia,incana,,,
brickellia,knappiana,,,
brickellia,longifolia,,,
brickellia,longifolia,,longifolia,
brickellia,longifolia,,multiflora,
brickellia,microphylla,,,
brickellia,microphylla,,microphylla,
brickellia,microphylla,,scabra,
brickellia,nevinii,,,
brickellia,oblongifolia,,,
brickellia,oblongifolia,,linifolia,
brodiaea,appendiculata,,,
brodiaea,californica,,,
brodiaea,californica,,,Babylon
brodiaea,californica,,,Lavender
brodiaea,californica,,,Pink
brodiaea,californica,,,Violet
brodiaea,californica,,,White
brodiaea,coronaria,,,
brodiaea,elegans,,,
brodiaea,elegans,elegans,,
brodiaea,filifolia,,,
brodiaea,insignis,,,
brodiaea,jolonensis,,,
brodiaea,kinkiensis,,,
brodiaea,leptandra,,,
brodiaea,minor,,,
brodiaea,nana,,,
brodiaea,orcuttii,,,
brodiaea,pallida,,,
brodiaea,rosea,,,
brodiaea,santarosae,,,
brodiaea,sierrae,,,
brodiaea,stellaris,,,
brodiaea,terrestris,,,
brodiaea,terrestris,kernensis,,
brodiaea,terrestris,terrestris,,
bromus,arizonicus,,,
bromus,carinatus,,,
bromus,carinatus,,carinatus,
bromus,carinatus,,marginatus,
bromus,ciliatus,,,
bromus,grandis,,,
bromus,hallii,,,
bromus,laevipes,,,
bromus,maritimus,,,
bromus,orcuttianus,,,
bromus,polyanthus,,,
bromus,porteri,,,
bromus,pseudolaevipes,,,
bromus,richardsonii,,,
bromus,sitchensis,,carinatus,
bromus,suksdorfii,,,
bromus,vulgaris,,,
buddleja,utahensis,,,
bulbostylis,capillaris,,,
bursera,microphylla,,,
cacaliopsis,nardosmia,,,
calamagrostis,bolanderi,,,
calamagrostis,breweri,,,
calamagrostis,canadensis,,,
calamagrostis,canadensis,,canadensis,
calamagrostis,canadensis,,langsdorffii,
calamagrostis,foliosa,,,
calamagrostis,koelerioides,,,
calamagrostis,muiriana,,,
calamagrostis,nutkaensis,,,
calamagrostis,nutkaensis,,,The King
calamagrostis,ophitidis,,,
calamagrostis,purpurascens,,,
calamagrostis,rubescens,,,
calamagrostis,stricta,,,
calamagrostis,stricta,inexpansa,,
calamagrostis,stricta,stricta,,
calandrinia,breweri,,,
calandrinia,menziesii,,,
california,macrophylla,,,
calliandra,californica,,,
calliandra,eriophylla,,,
calliscirpus,brachythrix,,,
calliscirpus,criniger,,,
callitriche,fassettii,,,
callitriche,heterophylla,,,
callitriche,heterophylla,,bolanderi,
callitriche,heterophylla,,heterophylla,
callitriche,longipedunculata,,,
callitriche,marginata,,,
callitriche,palustris,,,
callitriche,trochlearis,,,
callitropsis,nootkatensis,,,
calocedrus,decurrens,,,
calochortus,,,,Golden Orb
calochortus,albus,,,
calochortus,albus,,albus,
calochortus,albus,,rubellus,
calochortus,amabilis,,,
calochortus,amoenus,,,
calochortus,argillosus,,,
calochortus,bruneaunis,,,
calochortus,catalinae,,,
calochortus,clavatus,,,
calochortus,clavatus,,avius,
calochortus,clavatus,,clavatus,
calochortus,clavatus,,gracilis,
calochortus,clavatus,,pallidus,
calochortus,clavatus,,recurvifolius,
calochortus,coeruleus,,,
calochortus,concolor,,,
calochortus,dunnii,,,
calochortus,elegans,,,
calochortus,excavatus,,,
calochortus,fimbriatus,,,
calochortus,flexuosus,,,
calochortus,greenei,,,
calochortus,invenustus,,,
calochortus,kennedyi,,,
calochortus,kennedyi,,kennedyi,
calochortus,kennedyi,,munzii,
calochortus,leichtlinii,,,
calochortus,longebarbatus,,,
calochortus,longebarbatus,,longebarbatus,
calochortus,luteus,,,
calochortus,macrocarpus,,,
calochortus,minimus,,,
calochortus,monanthus,,,
calochortus,monophyllus,,,
calochortus,nudus,,,
calochortus,obispoensis,,,
calochortus,palmeri,,,
calochortus,palmeri,,munzii,
calochortus,palmeri,,palmeri,
calochortus,panamintensis,,,
calochortus,persistens,,,
calochortus,plummerae,,,
calochortus,pulchellus,,,
calochortus,raichei,,,
calochortus,simulans,,,
calochortus,splendens,,,
calochortus,splendens,,,Violet Queen
calochortus,striatus,,,
calochortus,superbus,,,
calochortus,syntrophus,,,
calochortus,tiburonensis,,,
calochortus,tolmiei,,,
calochortus,umbellatus,,,
calochortus,uniflorus,,,
calochortus,uniflorus,,,Cupido
calochortus,venustus,,,
calochortus,venustus,,,Burgundy
calochortus,vestae,,,
calochortus,weedii,,,
calochortus,weedii,,intermedius,
calochortus,weedii,,weedii,
calochortus,westonii,,,
caltha,leptosepala,,,
calycadenia,fremontii,,,
calycadenia,hooveri,,,
calycadenia,micrantha,,,
calycadenia,mollis,,,
calycadenia,multiglandulosa,,,
calycadenia,oppositifolia,,,
calycadenia,pauciflora,,,
calycadenia,spicata,,,
calycadenia,truncata,,,
calycadenia,villosa,,,
calycanthus,occidentalis,,,
calycoseris,parryi,,,
calycoseris,wrightii,,,
calypso,bulbosa,,,
calypso,bulbosa,,occidentalis,
calyptridium,arizonicum,,,
calyptridium,monandrum,,,
calyptridium,monospermum,,,
calyptridium,parryi,,,
calyptridium,parryi,,hesseae,
calyptridium,parryi,,nevadense,
calyptridium,parryi,,parryi,
calyptridium,pulchellum,,,
calyptridium,pygmaeum,,,
calyptridium,quadripetalum,,,
calyptridium,roseum,,,
calyptridium,umbellatum,,,
calystegia,atriplicifolia,,,
calystegia,atriplicifolia,buttensis,,
calystegia,collina,,,
calystegia,collina,collina,,
calystegia,collina,oxyphylla,,
calystegia,collina,tridactylosa,,
calystegia,collina,venusta,,
calystegia,longipes,,,
calystegia,macrostegia,,,
calystegia,macrostegia,,,Anacapa Pink
calystegia,macrostegia,amplissima,,
calystegia,macrostegia,arida,,
calystegia,macrostegia,cyclostegia,,
calystegia,macrostegia,cyclostegia,,Candy Cane
calystegia,macrostegia,intermedia,,
calystegia,macrostegia,macrostegia,,
calystegia,macrostegia,tenuifolia,,
calystegia,malacophylla,,,
calystegia,malacophylla,malacophylla,,
calystegia,malacophylla,pedicellata,,
calystegia,occidentalis,,,
calystegia,occidentalis,fulcrata,,
calystegia,occidentalis,occidentalis,,
calystegia,occidentalis,,tomentella,
calystegia,peirsonii,,,
calystegia,purpurata,,,
calystegia,purpurata,purpurata,,
calystegia,purpurata,saxicola,,
calystegia,sepium,,,
calystegia,sepium,binghamiae,,
calystegia,sepium,limnophila,,
calystegia,soldanella,,,
calystegia,stebbinsii,,,
calystegia,subacaulis,,,
calystegia,subacaulis,episcopalis,,
calystegia,subacaulis,subacaulis,,
camassia,leichtlinii,,,
camassia,leichtlinii,suksdorfii,,
camassia,quamash,,,
camassia,quamash,,,Blue Melody
camassia,quamash,,,Orion
camassia,quamash,,,White
camassia,quamash,breviflora,,
camissonia,benitensis,,,
camissonia,campestris,,,
camissonia,campestris,campestris,,
camissonia,campestris,obispoensis,,
camissonia,contorta,,,
camissonia,integrifolia,,,
camissonia,kernensis,,,
camissonia,kernensis,gilmanii,,
camissonia,kernensis,kernensis,,
camissonia,lacustris,,,
camissonia,parvula,,,
camissonia,pubens,,,
camissonia,pusilla,,,
camissonia,sierrae,,,
camissonia,sierrae,alticola,,
camissonia,sierrae,sierrae,,
camissonia,strigulosa,,,
camissoniopsis,bistorta,,,
camissoniopsis,cheiranthifolia,,,
camissoniopsis,cheiranthifolia,cheiranthifolia,,
camissoniopsis,cheiranthifolia,suffruticosa,,
camissoniopsis,confusa,,,
camissoniopsis,guadalupensis,,,
camissoniopsis,guadalupensis,clementina,,
camissoniopsis,hardhamiae,,,
camissoniopsis,hirtella,,,
camissoniopsis,ignota,,,
camissoniopsis,intermedia,,,
camissoniopsis,lewisii,,,
camissoniopsis,luciae,,,
camissoniopsis,micrantha,,,
camissoniopsis,pallida,,,
camissoniopsis,pallida,hallii,,
camissoniopsis,pallida,pallida,,
camissoniopsis,robusta,,,
campanula,angustiflora,,,
campanula,californica,,,
campanula,exigua,,,
campanula,griffinii,,,
campanula,rotundifolia,,,
campanula,scabrella,,,
campanula,scouleri,,,
campanula,sharsmithiae,,,
campanula,shetleri,,,
campanula,wilkinsiana,,,
canbya,candida,,,
cardamine,angulata,,,
cardamine,bellidifolia,,,
cardamine,breweri,,,
cardamine,californica,,,
cardamine,cordifolia,,,
cardamine,nuttallii,,,
cardamine,occidentalis,,,
cardamine,oligosperma,,,
cardamine,pachystigma,,,
cardamine,pensylvanica,,,
cardionema,ramosissimum,,,
carex,abrupta,,,
carex,alma,,,
carex,amplifolia,,,
carex,angustata,,,
carex,aquatilis,,,
carex,aquatilis,,aquatilis,
carex,aquatilis,,dives,
carex,arcta,,,
carex,atherodes,,,
carex,athrostachya,,,
carex,aurea,,,
carex,barbarae,,,
carex,bolanderi,,,
carex,brainerdii,,,
carex,brevicaulis,,,
carex,breweri,,,
carex,buxbaumii,,,
carex,californica,,,
carex,canescens,,,
carex,canescens,canescens,,
carex,capitata,,,
carex,comosa,,,
carex,concinnoides,,,
carex,congdonii,,,
carex,cusickii,,,
carex,cyrtostachya,,,
carex,davyi,,,
carex,deflexa,,,
carex,deflexa,,boottii,
carex,densa,,,
carex,deweyana,,,
carex,diandra,,,
carex,disperma,,,
carex,douglasii,,,
carex,duriuscula,,,
carex,echinata,,,
carex,echinata,echinata,,
carex,echinata,phyllomanica,,
carex,exsiccata,,,
carex,feta,,,
carex,filifolia,,,
carex,filifolia,,erostrata,
carex,filifolia,,filifolia,
carex,fissuricola,,,
carex,fracta,,,
carex,geyeri,,,
carex,globosa,,,
carex,gracilior,,,
carex,gynodynama,,,
carex,halliana,,,
carex,harfordii,,,
carex,hassei,,,
carex,haydeniana,,,
carex,helleri,,,
carex,hendersonii,,,
carex,heteroneura,,,
carex,hirtissima,,,
carex,hoodii,,,
carex,hystericina,,,
carex,idahoa,,,
carex,illota,,,
carex,incurviformis,,,
carex,infirminervia,,,
carex,inops,,,
carex,inops,inops,,
carex,integra,,,
carex,interior,,,
carex,jonesii,,,
carex,klamathensis,,,
carex,laeviculmis,,,
carex,lasiocarpa,,,
carex,lemmonii,,,
carex,lenticularis,,,
carex,lenticularis,,impressa,
carex,lenticularis,,limnophila,
carex,lenticularis,,lipocarpa,
carex,leporina,,,
carex,leporinella,,,
carex,leptalea,,,
carex,leptopoda,,,
carex,limosa,,,
carex,livida,,,
carex,luzulifolia,,,
carex,luzulina,,,
carex,lyngbyei,,,
carex,mariposana,,,
carex,mendocinensis,,,
carex,mertensii,,,
carex,microptera,,,
carex,multicaulis,,,
carex,multicostata,,,
carex,nebrascensis,,,
carex,nervina,,,
carex,neurophora,,,
carex,nigricans,,,
carex,nudata,,,
carex,obispoensis,,,
carex,obnupta,,,
carex,occidentalis,,,
carex,orestera,,,
carex,pachycarpa,,,
carex,pachystachya,,,
carex,pansa,,,
carex,pellita,,,
carex,petasata,,,
carex,phaeocephala,,,
carex,praeceptorum,,,
carex,praegracilis,,,
carex,praegracilis,,,Laguna Mountain
carex,praticola,,,
carex,preslii,,,
carex,proposita,,,
carex,raynoldsii,,,
carex,rossii,,,
carex,saliniformis,,,
carex,sartwelliana,,,
carex,scabriuscula,,,
carex,schottii,,,
carex,scirpoidea,,,
carex,scirpoidea,pseudoscirpoidea,,
carex,scoparia,,,
carex,scoparia,,scoparia,
